id,country,name,name_zh,type,longitude,latitude,map_x,map_y
MEX-2730,Mexico,Hidalgo,伊达尔戈州,State,-98.922100,20.535400,0.631737,0.816008
MEX-2719,Mexico,Jalisco,哈利斯科州,State,-103.602000,20.302600,0.602488,0.818954
MEX-2720,Mexico,Michoacán,米却肯州,State,-101.936000,19.245800,0.612900,0.832332
MEX-2732,Mexico,Morelos,莫雷洛斯州,State,-99.078500,18.742000,0.630759,0.838709
MEX-2731,Mexico,México,墨西哥州,State,-99.741600,19.327500,0.626615,0.831297
MEX-2721,Mexico,Nayarit,纳亚里特州,State,-104.824000,21.793400,0.594850,0.800084
MEX-2714,Mexico,Nuevo León,新莱昂州,State,-99.830700,25.617800,0.626058,0.751673
MEX-2723,Mexico,Oaxaca,瓦哈卡州,State,-96.208700,16.940000,0.648696,0.861519
MEX-2724,Mexico,Puebla,普埃布拉州,State,-97.888900,18.549000,0.638194,0.841152
MEX-2733,Mexico,Querétaro,克雷塔罗州,State,-99.966300,20.739200,0.625211,0.813428
